Team,Date,wins_before_date,losses_before_date,opponent_wins_before_date,opponent_losses_before_date,Opponent,Team_FG_pct,Team_2_pct,Team_3_pct,Team_FT_pct,Team_Points,Opp_FG_pct,Opp_2_pct,Opp_3_pct,Opp_FT_pct,Opp_Points
Brown,2025-12-09,6,4,3,5,Merrimack,.433,.486,.360,.750,70,.362,.324,.417,.615,60
Colorado St.,2025-12-07,7,2,7,1,Southern Utah,.397,.425,.333,.818,70,.263,.238,.333,.750,47
Duke,2025-12-07,3,6,7,2,Virginia Tech,.404,.442,.286,.690,70,.266,.250,.313,.882,54
Pacific,2025-12-07,4,4,4,3,San Diego St.,.414,.421,.400,.923,68,.448,.500,.393,.700,70
San Diego,2025-12-07,3,6,3,4,Utah St.,.408,.438,.353,.686,70,.421,.548,.269,.846,66
Houston,2025-12-07,5,3,2,5,Southern U.,.413,.467,.313,.731,62,.446,.442,.462,.778,70
Kent St.,2025-12-06,4,5,6,3,Marshall,.351,.400,.227,.429,62,.391,.486,.276,1.000,70
UNCG,2025-12-06,4,4,4,6,USC Upstate,.387,.432,.320,.700,70,.306,.400,.158,.600,39
Belmont,2025-12-06,4,4,8,1,Princeton,.351,.406,.280,.688,58,.414,.471,.333,.667,70
Charleston So.,2025-12-06,2,6,3,5,Wofford,.250,.261,.242,.857,42,.446,.564,.269,.833,70
Colgate,2025-12-05,4,3,4,2,Delaware,.353,.373,.294,.846,64,.361,.469,.130,.714,70
Ga. Southern,2025-12-04,4,3,3,4,North Florida,.475,.548,.294,.750,70,.360,.353,.375,.667,44
Green Bay,2025-12-04,5,3,3,6,Northern Ky.,.500,.472,.563,.643,70,.297,.353,.233,.938,60
Butler,2025-12-04,4,4,4,1,Seton Hall,.333,.400,.250,.818,51,.439,.440,.438,.500,70
Colorado St.,2025-12-04,7,1,5,3,Utah,.408,.441,.333,.813,58,.500,.522,.481,.636,70
La Salle,2025-12-03,5,2,3,4,VCU,.415,.588,.226,.900,70,.367,.349,.412,.917,62
Stetson,2025-12-03,5,2,6,2,UCF,.439,.486,.350,.650,70,.409,.423,.357,.727,67
Florida A&M,2025-12-02,0,7,5,1,Jacksonville,.455,.488,.333,.692,63,.420,.436,.364,.667,70
Alabama St.,2025-12-01,1,5,0,0,Auburn Montgomery,.429,.500,.154,.583,70,.255,.267,.167,.667,41
Alabama A&M,2025-11-29,1,5,6,1,Ball St.,.217,.271,.095,.545,38,.426,.571,.273,.750,70
Charleston,2025-11-29,6,0,6,1,High Point,.311,.283,.381,.625,59,.391,.432,.344,.833,70
Jacksonville St.,2025-11-29,2,4,2,4,Pacific,.344,.361,.320,.722,63,.551,.583,.462,.833,70
Central Ark.,2025-11-26,4,2,4,3,Georgia St.,.409,.444,.367,.625,70,.281,.300,.250,.818,51
Fordham,2025-11-26,4,3,0,5,Niagara,.362,.404,.235,.727,70,.250,.289,.143,.704,47
Illinois,2025-11-26,4,1,2,3,Western Ky.,.426,.516,.304,.850,70,.356,.483,.125,.636,41
Central Ark.,2025-11-25,3,2,2,4,Stony Brook,.475,.500,.440,.600,70,.286,.344,.176,.611,42
Louisiana,2025-11-25,0,4,3,3,Memphis,.394,.422,.143,.636,64,.397,.463,.296,.500,70
SMU,2025-11-25,1,4,1,5,Saint Louis,.362,.392,.278,.667,67,.382,.400,.333,.852,70
Roosevelt,2025-11-25,0,0,1,3,Western Mich.,.469,.610,.217,.607,82,.410,.500,.238,.714,70
Sacramento St.,2025-11-24,5,1,3,2,UC Davis,.404,.333,.556,.917,67,.362,.529,.200,.619,70
Brown,2025-11-23,2,2,1,3,Maine,.459,.571,.211,.833,70,.263,.353,.130,.600,39
Oregon,2025-11-23,5,0,3,2,Utah St.,.429,.477,.316,.667,70,.263,.359,.056,1.000,34
Incarnate Word,2025-11-23,1,3,2,2,Rice,.431,.488,.294,.778,62,.292,.385,.154,.800,70
Cal,2025-11-20,4,1,5,0,Saint Mary's,.500,.690,.261,.632,70,.520,.558,.286,.571,62
Fla. Atlantic,2025-11-20,2,1,3,1,South Ala.,.386,.414,.333,.828,63,.415,.472,.294,.724,70
Stanford,2025-11-20,5,0,3,1,UC Davis,.414,.487,.263,.810,70,.224,.207,.241,.923,45
BYU,2025-11-19,4,0,1,3,Montana,.388,.525,.185,.591,70,.393,.471,.359,.846,69
Northern Ky.,2025-11-19,0,4,1,2,Toledo,.460,.500,.357,.704,70,.407,.529,.200,.765,61
Loyola (IL),2025-11-16,1,2,2,2,Md.-East. Shore,.407,.439,.333,1.000,67,.448,.469,.333,.682,70
Delaware St.,2025-11-15,2,2,2,1,LIU,.361,.413,.200,.692,56,.364,.385,.333,.821,70
Central Conn St,2025-11-15,0,3,1,1,Mass.-Lowell,.279,.289,.261,.833,54,.400,.400,.400,.714,70
Boston College,2025-11-15,3,1,1,1,Providence,.377,.357,.400,.647,61,.481,.541,.353,.600,70
Colorado St.,2025-11-13,2,0,2,0,Gonzaga,.483,.579,.300,.615,70,.448,.500,.364,.545,66
Houston,2025-11-11,2,0,0,1,Rice,.295,.314,.200,.545,56,.316,.364,.250,.903,70
Cincinnati,2025-11-11,0,2,2,0,Saint Joseph's,.369,.327,.500,.500,65,.480,.593,.348,.778,70
Fordham,2025-11-10,1,1,0,1,Saint Peter's,.365,.426,.259,.429,70,.354,.429,.250,.607,56
Morgan St.,2025-11-09,0,1,1,1,Stetson,.339,.366,.278,.688,56,.400,.515,.259,.750,70
BYU,2025-11-08,1,0,0,0,San Jose St.,.329,.457,.220,.846,70,.302,.366,.182,.643,51
Canisius,2025-11-07,0,1,0,1,Eastern Mich.,.167,.167,.167,.815,39,.431,.522,.211,.909,70
La.-Monroe,2025-11-07,1,0,0,1,Louisiana Tech,.446,.476,.357,.714,70,.339,.368,.292,.650,62
Akron,2025-11-07,0,1,1,0,Robert Morris,.440,.515,.294,.667,61,.434,.487,.286,.800,70
North Florida,2025-11-05,0,1,0,0,Palm Beach Atl,.429,.488,.318,.643,70,.419,.500,.321,.500,67
Missouri St.,2025-11-03,0,0,0,0,Saint Louis,.393,.420,.273,.559,70,.446,.458,.333,.286,66
Cal St San Marcos,2025-11-03,0,0,0,0,Nevada,.339,.357,.321,1.000,53,.356,.390,.214,.652,70
Lafayette,2025-11-03,0,0,0,0,Villanova,.250,.211,.400,.833,38,.394,.421,.364,.500,70
Alabama,2026-03-23 NCAA,24,10,28,7,Louisville,.456,.452,.462,1.000,68,.450,.588,.269,.500,69
Middle Tenn.,2026-03-23,16,15,17,15,St. Bonaventure,.393,.484,.300,.800,69,.357,.424,.261,.571,50
Baylor,2026-03-22 NCAA,25,8,25,8,Duke,.302,.410,.000,.778,46,.391,.500,.182,.625,69
Montana St.,2026-03-22,25,7,19,14,San Francisco,.329,.432,.222,.650,69,.313,.357,.240,.333,53
Ga Tech,2026-03-19,14,18,18,17,Kansas St.,.386,.436,.278,.800,65,.411,.457,.333,.800,69
Drexel,2026-03-19,21,10,16,15,St. Bonaventure,.453,.550,.292,.500,67,.343,.288,.500,.923,69
Drake,2026-03-13,12,19,19,12,Illinois St.,.448,.475,.389,.333,62,.439,.524,.200,.615,69
Ball St.,2026-03-13,26,6,16,14,Toledo,.400,.404,.389,.857,65,.397,.405,.375,.708,69
Middle Tenn.,2026-03-12,16,14,19,12,Missouri St.,.383,.529,.192,.938,66,.458,.522,.231,.522,69
Morgan St.,2026-03-12,5,25,16,13,Norfolk St.,.208,.250,.077,.606,43,.460,.510,.286,.500,69
James Madison,2026-03-09,25,8,25,6,Troy,.403,.475,.273,.650,69,.303,.352,.083,1.000,52
East Texas A&M,2026-03-09,13,16,17,13,NW St.,.350,.333,.389,.538,56,.403,.476,.250,.933,69
American,2026-03-07,7,22,10,19,Boston U.,.362,.375,.346,.700,58,.492,.500,.462,.500,69
Charlotte,2026-03-07,13,17,11,18,UAB,.392,.472,.190,.875,69,.403,.429,.350,.818,66
Brown,2026-03-07,16,9,16,10,Penn,.315,.265,.400,.737,56,.446,.563,.292,.800,69
Fairfield,2026-03-06,25,4,13,17,Sacred Heart,.463,.567,.333,.579,69,.352,.400,.214,.857,53
DePaul,2026-03-06,8,23,14,17,Providence,.328,.347,.278,.545,55,.485,.491,.455,.000,69
Campbell,2026-03-05,18,11,10,18,Hampton,.466,.447,.500,.333,69,.321,.313,.333,.833,51
Miami (FL),2026-03-05,17,13,20,9,Notre Dame,.458,.531,.313,.417,54,.459,.523,.294,.533,69
South Ala.,2026-03-05,14,17,11,18,Texas St.,.434,.432,.438,.941,69,.364,.395,.294,.700,59
Chicago St.,2026-03-05,9,21,11,17,Stonehill,.343,.370,.250,.643,61,.394,.404,.368,.833,69
East Texas A&M,2026-03-03,13,15,13,15,Nicholls St.,.409,.560,.211,.750,49,.382,.418,.231,.778,69
Detroit Mercy,2026-03-02,6,23,8,23,Milwaukee,.424,.521,.167,.588,69,.462,.600,.273,.722,67
Marquette,2026-03-01,17,11,14,16,Providence,.415,.464,.360,.593,69,.394,.479,.217,.667,65
Buffalo,2026-02-28,2,25,14,12,Toledo,.442,.528,.250,.826,69,.415,.524,.217,.778,66
Creighton,2026-02-26,13,14,14,15,Providence,.431,.500,.300,.867,69,.250,.297,.174,.882,49
Ga Tech,2026-02-26,12,16,24,5,Louisville,.383,.429,.316,.571,50,.450,.559,.308,1.000,69
McNeese,2026-02-26,24,4,12,14,Nicholls St.,.393,.378,.438,.824,69,.439,.485,.250,.808,59
FIU,2026-02-26,17,9,17,11,Missouri St.,.190,.225,.111,.583,38,.426,.426,.429,.688,69
Morgan St.,2026-02-26,4,23,14,12,Norfolk St.,.333,.347,.286,.737,60,.436,.543,.250,.842,69
Seattle,2026-02-26,5,22,5,24,Washington St.,.340,.382,.250,.895,55,.369,.400,.267,1.000,69
Air Force,2026-02-25,12,15,9,17,Wyoming,.373,.408,.278,.778,69,.441,.523,.200,.667,61
New Mexico,2026-02-25,19,9,6,20,Utah St.,.369,.293,.500,.818,69,.364,.485,.182,.833,54
Drake,2026-02-22,8,17,12,14,Ill.-Chicago,.439,.528,.286,.556,61,.474,.542,.111,.737,69
Cal,2026-02-22,17,11,14,12,Miami (FL),.333,.424,.242,.444,60,.500,.457,.700,.400,69
Albany (NY),2026-02-21,13,13,13,12,UMBC,.415,.486,.250,.808,69,.403,.500,.227,.727,63
Binghamton,2026-02-21,17,9,8,18,Mass.-Lowell,.472,.475,.462,.619,69,.302,.387,.182,.889,44
FDU,2026-02-21,23,4,7,18,New Haven,.400,.379,.419,.800,69,.422,.469,.308,.684,55
Jacksonville St.,2026-02-21,12,14,16,8,Sam Houston,.431,.537,.250,.500,69,.422,.460,.286,.588,68
Central Mich.,2026-02-21,16,9,18,6,Massachusetts,.380,.400,.300,.600,50,.377,.306,.550,.667,69
Brown,2026-02-21,15,7,20,3,Princeton,.286,.391,.192,.800,37,.444,.500,.364,.722,69
Fordham,2026-02-21,10,16,23,3,Rhode Island,.288,.306,.200,.750,39,.439,.537,.188,.727,69
Eastern Ky.,2026-02-21,22,6,17,9,Stetson,.321,.323,.318,.684,54,.500,.541,.400,1.000,69
New Mexico St.,2026-02-21,8,17,11,13,UTEP,.333,.283,.500,.786,58,.463,.541,.294,.875,69
Eastern Ky.,2026-02-19,22,5,12,13,Fla. Gulf Coast,.333,.344,.323,.917,63,.465,.423,.529,.800,69
Eastern Wash.,2026-02-19,12,14,11,15,Sacramento St.,.404,.378,.467,.733,60,.462,.500,.375,.938,69
Omaha,2026-02-19,4,24,20,6,South Dakota,.411,.467,.346,1.000,66,.388,.429,.333,.828,69
Memphis,2026-02-19,8,17,9,16,Tulane,.379,.444,.154,.571,54,.421,.463,.313,.800,69
Charleston,2026-02-15,20,3,15,8,Monmouth,.339,.391,.188,.706,57,.490,.538,.440,.667,69
IU Indy,2026-02-15,11,13,18,8,Youngstown St.,.415,.444,.353,.714,65,.481,.500,.429,.917,69
Columbia,2026-02-14,16,6,14,8,Penn,.388,.452,.280,.714,69,.396,.344,.500,.714,56
South Fla.,2026-02-14,15,10,12,11,UTSA,.509,.625,.200,.833,69,.311,.333,.235,.765,63
Charleston,2026-02-13,19,3,6,15,Northeastern,.443,.538,.273,.643,69,.300,.333,.222,.700,47
N.C. A&T,2026-02-13,9,13,5,17,UNCW,.361,.378,.333,.632,64,.412,.412,.412,.741,69
Hampton,2026-02-13,9,14,13,10,Towson,.237,.295,.067,.789,44,.403,.486,.280,.800,69
UC Riverside,2026-02-12,7,16,16,6,UCSB,.421,.467,.370,.647,69,.429,.567,.211,.727,62
Fairfield,2026-02-12,20,4,12,12,Mt. St. Mary's,.393,.276,.500,.714,69,.386,.471,.100,.533,43
SE Missouri St,2026-02-12,8,15,10,14,SIU Edwardsville,.368,.415,.250,.789,61,.444,.552,.320,.619,69
South Ala.,2026-02-12,9,14,10,13,Texas St.,.368,.459,.258,.417,63,.484,.540,.250,.462,69
Army,2026-02-11,18,5,7,16,Boston U.,.444,.455,.429,.706,69,.512,.500,.529,.733,62
Coastal Caro.,2026-02-11,11,14,15,10,Old Dominion,.393,.459,.292,.778,69,.329,.408,.143,.765,62
Arkansas St.,2026-02-11,20,5,17,6,Ga. Southern,.308,.295,.333,.684,60,.471,.487,.417,.842,69
Robert Morris,2026-02-11,16,8,17,8,Youngstown St.,.407,.455,.267,.667,62,.344,.417,.125,.793,69
Michigan,2026-02-08,20,3,22,1,UCLA,.366,.420,.238,.692,66,.466,.533,.231,.800,69
LIU,2026-02-07,14,8,8,14,Stonehill,.421,.486,.318,.737,69,.371,.405,.300,.625,57
Nicholls St.,2026-02-07,10,11,4,17,TAMUCC,.415,.447,.333,.741,69,.342,.407,.182,.609,42
North Texas,2026-02-07,12,10,10,11,Temple,.371,.340,.471,.692,69,.448,.475,.389,.583,66
Penn,2026-02-06,13,7,18,2,Princeton,.370,.400,.286,.750,50,.483,.550,.350,.571,69
Bethune-Cookman,2026-02-05,3,19,9,12,Texas Southern,.373,.357,.412,.857,69,.382,.449,.211,.533,64
Bradley,2026-02-05,14,8,11,10,UNI,.452,.395,.579,.500,69,.327,.379,.261,.700,47
UC Davis,2026-02-05,16,6,15,5,UCSB,.317,.452,.188,.833,61,.387,.481,.314,.714,69
Merrimack,2026-02-05,11,10,11,11,Sacred Heart,.480,.500,.458,.833,69,.315,.342,.250,.563,47
Mass.-Lowell,2026-02-05,6,16,13,9,NJIT,.361,.459,.208,.688,60,.473,.500,.421,.900,69
Nicholls St.,2026-02-05,10,10,13,9,UTRGV,.412,.421,.385,.826,66,.463,.432,.529,.625,69
Marshall,2026-02-04,18,6,9,12,South Ala.,.426,.483,.360,.778,69,.359,.366,.348,.750,60
Rhode Island,2026-02-04,19,2,15,6,Saint Joseph's,.386,.405,.333,.800,69,.371,.439,.238,.833,61
App. St.,2026-02-04,10,11,18,4,Troy,.338,.375,.250,.889,59,.368,.434,.217,.571,69
Idaho St.,2026-02-02,13,7,5,16,Portland St.,.467,.560,.000,.684,69,.386,.500,.188,.769,57
Md.-East. Shore,2026-02-02,12,10,3,14,N.C. Central,.400,.409,.364,.583,62,.423,.425,.417,.556,69
Colorado,2026-02-01,14,7,13,9,Kansas,.370,.409,.200,.692,69,.358,.459,.125,.839,66
Alcorn St.,2026-01-31,9,9,11,8,Southern U.,.477,.433,.571,.679,69,.255,.306,.158,.581,56
Cleveland St.,2026-01-31,16,7,10,13,Northern Ky.,.434,.630,.231,.739,69,.333,.436,.185,.750,61
Coppin St.,2026-01-31,4,18,3,19,Morgan St.,.354,.333,.391,.583,69,.306,.378,.083,.778,45
Lindenwood,2026-01-31,16,6,13,9,Morehead St.,.436,.531,.304,.889,63,.446,.471,.409,.909,69
Canisius,2026-01-31,3,17,8,12,Siena,.348,.373,.267,.682,65,.391,.400,.368,.667,69
DePaul,2026-01-31,5,18,16,5,Villanova,.355,.421,.250,.600,56,.474,.488,.429,.750,69
Bellarmine,2026-01-31,2,20,13,7,West Ga.,.293,.355,.100,.667,39,.371,.524,.293,.647,69
Arkansas St.,2026-01-29,18,4,9,12,Georgia St.,.391,.541,.219,.444,69,.333,.425,.150,.667,61
Lindenwood,2026-01-29,15,6,14,5,Southern Ind.,.393,.367,.419,.615,69,.440,.533,.300,.739,67
Montana,2026-01-29,6,13,5,14,Portland St.,.397,.548,.095,.895,69,.357,.458,.136,.909,63
Austin Peay,2026-01-29,13,5,7,12,North Florida,.373,.375,.368,.682,66,.458,.448,.474,.842,69
UMBC,2026-01-29,10,9,17,5,Vermont,.305,.320,.222,.750,47,.462,.511,.350,.333,69
SE Missouri St,2026-01-29,7,12,16,3,Western Ill.,.377,.552,.167,.478,55,.453,.436,.500,.824,69
Detroit Mercy,2026-01-29,4,16,14,7,Youngstown St.,.303,.386,.136,.714,53,.500,.560,.429,.875,69
La Salle,2026-01-28,11,9,13,6,Saint Joseph's,.431,.463,.353,.818,65,.448,.459,.429,.571,69
Fordham,2026-01-28,9,11,7,14,VCU,.338,.472,.172,.900,58,.389,.378,.412,.714,69
Ga. Southern,2026-01-24,14,5,9,9,South Ala.,.412,.565,.091,.611,69,.347,.500,.143,.563,46
Nicholls St.,2026-01-24,9,8,2,15,Southeastern LA,.434,.529,.263,.667,69,.387,.400,.364,.833,66
Coppin St.,2026-01-24,4,17,9,11,Norfolk St.,.227,.277,.143,.833,58,.410,.412,.407,.667,69
Loyola Marymount,2026-01-24,12,7,7,14,San Diego,.328,.400,.158,.789,60,.491,.468,.667,.765,69
San Diego,2026-01-22,7,13,11,7,San Francisco,.361,.395,.278,.727,65,.404,.405,.400,.750,69
MVSU,2026-01-22,4,13,8,8,Southern U.,.267,.273,.250,.704,46,.366,.404,.263,.600,69
Houston,2026-01-21,6,12,10,9,Kansas St.,.431,.514,.304,.800,65,.481,.568,.294,.667,69
Coastal Caro.,2026-01-21,9,10,1,17,Louisiana,.317,.424,.200,.606,66,.375,.405,.286,.821,69
Belmont,2026-01-18,11,7,15,2,Murray St.,.356,.429,.000,.600,48,.338,.400,.258,.813,69
Stanford,2026-01-18,15,4,15,3,Syracuse,.348,.353,.333,.875,58,.460,.463,.444,.792,69
BYU,2026-01-17,14,3,16,3,Baylor,.323,.457,.167,.611,58,.424,.515,.308,.917,69
Furman,2026-01-17,10,8,3,14,Western Caro.,.370,.396,.300,.474,69,.213,.241,.167,.789,38
Howard,2026-01-17,12,7,3,13,N.C. Central,.367,.422,.200,.759,69,.431,.429,.438,.556,61
Oregon St.,2026-01-17,13,6,11,7,Pepperdine,.490,.514,.429,.765,69,.413,.448,.382,.600,68
Dartmouth,2026-01-17,9,6,14,1,Princeton,.275,.258,.300,.700,41,.397,.447,.286,.692,69
Eastern Ky.,2026-01-15,13,4,5,10,Lipscomb,.373,.459,.267,.786,69,.407,.486,.235,.750,60
Florida St.,2026-01-15,5,12,8,10,Pitt,.310,.361,.257,.762,69,.339,.400,.259,.941,65
Furman,2026-01-15,9,8,12,5,UNCG,.357,.306,.450,.667,69,.373,.400,.346,.818,56
Queens (NC),2026-01-15,7,8,9,6,Stetson,.328,.372,.238,.667,61,.460,.548,.316,.500,69
Fort Wayne,2026-01-14,11,7,13,5,Green Bay,.311,.333,.286,.647,57,.419,.450,.364,.900,69
Eastern Mich.,2026-01-14,7,7,12,4,Miami (OH),.412,.455,.333,.700,55,.483,.553,.350,.750,69
Gonzaga,2026-01-10,11,6,9,7,Portland,.478,.472,.500,.741,69,.440,.581,.211,.438,55
Mercyhurst,2026-01-10,1,13,6,8,Wagner,.453,.500,.391,.750,69,.529,.605,.125,.688,66
Delaware St.,2026-01-10,3,14,6,11,Norfolk St.,.328,.405,.158,.625,53,.450,.465,.412,.800,69
Northern Colo.,2026-01-10,11,5,6,10,Weber St.,.407,.444,.286,.630,69,.386,.400,.364,.778,66
La Salle,2026-01-10,10,5,11,4,Saint Joseph's,.351,.372,.286,.640,60,.370,.412,.300,.793,69
Charlotte,2026-01-10,8,8,7,6,UTSA,.415,.438,.353,.750,63,.394,.431,.267,.765,69
Alabama A&M,2026-01-08,5,9,2,11,Jackson St.,.479,.528,.333,.576,69,.426,.448,.389,.667,59
Canisius,2026-01-08,2,11,1,12,Manhattan,.340,.385,.125,.769,43,.475,.509,.250,1.000,69
NJIT,2026-01-08,10,5,6,9,New Hampshire,.407,.413,.375,.733,69,.344,.360,.286,.737,62
App. St.,2026-01-07,7,6,7,9,Coastal Caro.,.300,.364,.222,.846,53,.460,.486,.400,.739,69
UNLV,2026-01-07,9,5,6,7,Utah St.,.419,.500,.273,.733,69,.348,.421,.250,.833,58
Oklahoma St.,2026-01-07,13,3,14,1,TCU,.400,.526,.182,.692,61,.520,.531,.500,.667,69
Jacksonville St.,2026-01-04,7,6,6,7,Middle Tenn.,.308,.348,.276,.923,52,.500,.484,.522,.600,69
DePaul,2026-01-04,3,13,8,7,Providence,.370,.355,.391,.714,59,.396,.410,.357,.688,69
Cal St Bakersfield,2026-01-03,5,8,9,4,UC Davis,.324,.333,.308,.833,59,.468,.615,.286,.679,69
Eastern Wash.,2026-01-03,7,6,9,4,Idaho,.324,.395,.214,.733,63,.365,.386,.294,.714,69
Abilene Christ.,2026-01-03,10,4,8,5,Utah Valley,.468,.538,.381,.682,67,.561,.571,.550,.750,69
Northeastern,2026-01-02,4,6,4,7,UNCW,.418,.481,.200,.667,67,.481,.500,.438,.750,69
Eastern Ky.,2026-01-01,9,4,7,4,West Ga.,.408,.571,.172,.600,69,.412,.455,.143,.769,53
Mt. St. Mary's,2026-01-01,6,6,4,7,Siena,.300,.326,.250,.550,59,.328,.364,.286,.778,69
Arizona St.,2025-12-31,14,0,10,3,Utah,.414,.455,.286,.850,69,.397,.394,.400,.857,68
Tennessee St.,2025-12-30,2,9,9,2,Tennessee Tech,.453,.524,.182,.650,63,.343,.388,.222,.655,69
Cal St Northridge,2025-12-20,5,5,8,3,Pepperdine,.387,.400,.364,.500,63,.382,.442,.280,.769,69
Drexel,2025-12-20,7,3,9,4,Vermont,.404,.450,.250,.737,59,.510,.613,.333,.929,69
Loyola (IL),2025-12-18,3,7,6,4,Northwestern,.467,.523,.313,.615,69,.463,.538,.267,.824,68
Chicago St.,2025-12-17,1,10,4,5,Utah Tech,.352,.390,.231,.700,55,.343,.565,.227,.650,69
Central Conn St,2025-12-17,0,9,3,7,New Hampshire,.400,.388,.438,.778,66,.568,.576,.545,.619,69
American,2025-12-16,1,8,3,7,VCU,.321,.381,.281,.870,63,.433,.476,.333,.688,69
Georgia St.,2025-12-14,4,6,5,3,Kennesaw St.,.413,.422,.389,.571,63,.500,.553,.357,.923,69
Montana St.,2025-12-14,6,2,10,1,Oregon,.286,.405,.053,.846,44,.328,.370,.290,.846,69
Auburn,2025-12-14,8,2,5,3,Seton Hall,.397,.364,.440,.500,63,.424,.394,.462,.700,69
Binghamton,2025-12-13,5,3,3,6,Marist,.446,.556,.250,.700,69,.412,.520,.308,.889,58
Colorado St.,2025-12-13,8,2,6,3,San Francisco,.407,.447,.333,.667,69,.283,.290,.273,.800,52
NW St.,2025-12-07,3,4,2,4,Southeastern LA,.424,.545,.182,.600,69,.412,.405,.429,1.000,52
Ak. Anchorage,2025-12-07,0,2,5,4,Oregon St.,.297,.296,.297,1.000,53,.347,.349,.345,.563,69
Maine,2025-12-07,3,6,7,2,Rhode Island,.396,.381,.455,.900,56,.578,.656,.385,.800,69
South Carolina St.,2025-12-07,2,8,4,2,West Ga.,.414,.419,.400,.750,69,.317,.448,.206,.750,62
Fordham,2025-12-06,6,4,1,5,Hofstra,.400,.400,.400,.643,69,.326,.429,.227,.684,46
FDU,2025-12-04,5,3,4,4,Lafayette,.422,.375,.469,.000,69,.462,.500,.375,.700,61
Notre Dame,2025-12-04,5,1,7,0,Ole Miss,.436,.458,.286,1.000,62,.393,.500,.240,.682,69
New Mexico St.,2025-12-04,1,5,6,1,Southern Utah,.373,.372,.375,.563,59,.382,.429,.300,.808,69
Indiana St.,2025-12-03,3,3,2,5,Northern Ill.,.373,.486,.208,.741,69,.385,.486,.133,.633,61
Cal Baptist,2025-12-03,6,1,4,2,Pepperdine,.355,.415,.238,.692,58,.397,.459,.308,.786,69
Loyola (IL),2025-12-03,2,5,6,2,Richmond,.353,.351,.357,.385,46,.450,.485,.407,.571,69
Duquesne,2025-11-30,5,2,5,1,Navy,.319,.277,.400,.591,69,.325,.313,.345,.583,67
Arkansas,2025-11-30,7,1,3,5,Harvard,.378,.462,.263,.600,51,.377,.355,.400,.647,69
Queens (NC),2025-11-30,3,3,2,3,UNCW,.393,.419,.333,.417,59,.414,.450,.333,.682,69
James Madison,2025-11-29,5,3,6,2,Wisconsin,.394,.475,.269,.667,69,.290,.300,.281,.625,50
Maine,2025-11-29,1,5,0,7,SFU,.500,.575,.313,.727,69,.322,.370,.154,.857,46
Denver,2025-11-29,3,3,5,0,UTEP,.327,.364,.273,.909,52,.403,.386,.444,.846,69
Jacksonville St.,2025-11-28,2,3,4,2,UC Davis,.345,.368,.300,.813,59,.553,.636,.357,.632,69
Georgia St.,2025-11-25,3,3,3,4,Samford,.381,.500,.222,.750,69,.397,.563,.333,.667,64
Middle Tenn.,2025-11-25,3,3,5,1,Miss. St.,.356,.393,.294,.667,47,.551,.579,.455,.769,69
Toledo,2025-11-25,1,3,4,1,Youngstown St.,.426,.487,.318,.588,69,.473,.524,.308,.750,65
West Ga.,2025-11-25,2,2,2,4,Western Caro.,.393,.441,.333,.706,69,.321,.325,.313,.760,60
Colorado,2025-11-24,4,1,3,2,VCU,.413,.462,.182,.625,69,.412,.500,.333,.538,58
NW St.,2025-11-24,3,2,4,1,Virginia,.345,.368,.294,.455,48,.424,.525,.269,.667,69
Navy,2025-11-23,4,0,4,1,Richmond,.311,.400,.143,.882,56,.403,.484,.323,.563,69
American,2025-11-20,1,2,3,1,LIU,.397,.548,.222,.600,55,.446,.579,.259,.571,69
Loyola (MD),2025-11-20,0,5,1,3,Mt. St. Mary's,.286,.310,.231,.719,50,.388,.345,.450,.815,69
Miss. St.,2025-11-20,4,0,5,0,Texas Tech,.377,.405,.313,.810,62,.394,.489,.158,.824,69
Princeton,2025-11-19,2,1,2,1,Rice,.491,.581,.214,.909,69,.451,.514,.286,.857,56
Ga. Southern,2025-11-18,1,2,4,0,Missouri St.,.310,.487,.094,.524,58,.367,.360,.400,.600,69
Quinnipiac,2025-11-18,1,2,0,3,Yale,.419,.390,.476,.500,69,.321,.368,.222,.500,46
SE Missouri St,2025-11-18,1,2,1,3,Wichita St.,.380,.333,.450,.647,69,.388,.404,.350,.300,62
Auburn,2025-11-17,4,0,2,2,Georgia St.,.403,.489,.133,.708,69,.412,.483,.318,.727,65
Howard,2025-11-17,4,0,2,1,VCU,.328,.333,.300,.676,66,.397,.517,.294,.692,69
Ga Tech,2025-11-16,2,1,2,1,Jacksonville,.357,.418,.133,.500,64,.361,.356,.375,.594,69
Lafayette,2025-11-16,1,3,0,3,SFU,.440,.364,.500,.786,69,.368,.410,.278,.533,55
Florida,2025-11-16,4,0,2,0,Navy,.288,.350,.192,.579,54,.471,.483,.455,.579,69
NC State,2025-11-16,2,1,3,0,TCU,.333,.340,.316,.538,59,.426,.475,.333,.833,69
Evansville,2025-11-16,0,3,2,1,Wright St.,.375,.368,.389,.647,60,.407,.457,.316,.731,69
Cal,2025-11-15,2,1,2,2,Charlotte,.429,.414,.444,.818,69,.321,.327,.286,.500,44
Claflin,2025-11-15,0,0,0,3,East Tenn. St.,.212,.267,.136,.545,31,.394,.422,.333,.625,69
Morgan St.,2025-11-15,1,2,0,3,Mt. St. Mary's,.276,.317,.176,.632,47,.383,.390,.368,.696,69
South Carolina,2025-11-15,3,0,2,0,USC,.408,.410,.400,.583,69,.328,.396,.071,.700,52
Cal Baptist,2025-11-14,3,0,0,1,San Jose St.,.324,.500,.158,.714,69,.321,.414,.208,.762,55
